STATION,NAME,DATE,PRCP,SNWD,TMAX,TMIN
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-12,0.00,0.0,93,72
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-13,0.00,0.0,96,66
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-14,0.00,0.0,89,68
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-15,0.00,0.0,86,61
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-16,0.00,0.0,91,68
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-17,0.00,0.0,90,58
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-18,0.00,0.0,91,58
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-19,0.00,0.0,96,56
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-20,0.00,0.0,96,72
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-21,0.00,0.0,94,70
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-22,0.00,0.0,95,69
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-23,0.00,0.0,97,64
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-24,0.00,0.0,96,64
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-25,0.00,0.0,96,63
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-26,0.00,0.0,95,61
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-27,0.00,0.0,94,59
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-28,0.00,0.0,93,59
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-29,0.00,0.0,94,59
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-30,0.00,0.0,85,71
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-10-31,0.00,0.0,83,61
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-01,0.00,0.0,89,57
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-02,0.00,0.0,90,60
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-03,0.00,0.0,93,56
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-04,0.00,0.0,91,69
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-05,0.00,0.0,90,55
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-06,0.00,0.0,91,57
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-07,0.00,0.0,86,51
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-08,0.00,0.0,79,64
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-09,0.00,0.0,81,56
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-10,0.00,0.0,74,39
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-11,0.00,0.0,76,44
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-12,0.00,0.0,76,48
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-13,0.00,0.0,73,43
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-14,0.00,0.0,77,45
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-15,0.00,0.0,77,42
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-16,0.00,0.0,74,42
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-17,0.00,0.0,75,41
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-18,0.00,0.0,76,41
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-19,0.00,0.0,72,42
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-20,0.00,0.0,77,44
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-21,0.00,0.0,74,40
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-22,0.00,0.0,81,54
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-23,0.00,0.0,73,52
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-24,0.00,0.0,75,46
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-25,0.00,0.0,74,51
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-26,0.00,0.0,73,45
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-27,0.00,0.0,70,46
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-28,0.00,0.0,67,40
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-29,0.00,0.0,77,52
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-11-30,0.00,0.0,72,51
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-01,0.00,0.0,70,52
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-02,0.00,0.0,68,49
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-03,0.00,0.0,68,41
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-04,0.00,0.0,66,46
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-05,0.00,0.0,66,48
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-06,0.11,0.0,57,50
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-07,0.00,0.0,67,50
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-08,0.00,0.0,69,44
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-09,0.00,0.0,70,42
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-10,0.00,0.0,67,45
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-11,0.00,0.0,76,42
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-12,0.00,0.0,77,43
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-13,0.00,0.0,72,46
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-14,0.00,0.0,63,40
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-15,0.00,0.0,68,36
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-16,0.00,0.0,67,36
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-17,0.00,0.0,69,46
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-18,0.00,0.0,68,40
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-19,0.00,0.0,68,38
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-20,0.00,0.0,66,37
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-21,0.00,0.0,69,42
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-22,0.00,0.0,71,39
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-23,0.00,0.0,68,43
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-24,0.00,0.0,66,37
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-25,0.00,0.0,70,45
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-26,0.00,0.0,72,47
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-27,0.00,0.0,68,39
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-28,0.00,0.0,63,48
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-29,0.00,0.0,63,45
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-30,0.00,0.0,63,33
USC00042319,"DEATH VALLEY NATIONAL PARK, CA US",2018-12-31,0.00,0.0,63,38
